en_name,ch_name,url,ranking,area
MS in Civil and Environmental Engineering,卡内基梅隆大学土木与环境工程理学硕士,/majr_71943,QS排名：52,工科 环境工程
Master of Science in Public Policy & Management (MSPPM),卡内基梅隆大学公共政策与管理理学硕士,/majr_65674,QS排名：52,社科 公共政策与事务
Master of Computational Data Science,卡内基梅隆大学计算数据科学硕士,/majr_65738,QS排名：52,理科 数据科学
Master of Statistical Practice,卡内基梅隆大学统计实践硕士,/majr_67214,QS排名：52,理科 数学
M.S. in Data Analytics for Science,卡内基梅隆大学数据科学硕士,/majr_72126,QS排名：52,理科 数据科学
Master of Finance,加州大学圣地亚哥分校金融硕士,/majr_65584,QS排名：53,商科 金融
Master of Science in Computer Science,加州大学圣地亚哥分校计算机科学硕士,/majr_65760,QS排名：53,工科 计算机
Master of Science in Computer Engineering,加州大学圣地亚哥分校计算机工程硕士,/majr_65761,QS排名：53,工科 计算机
Master of Science in Business Analytics,加州大学圣地亚哥分校商业分析硕士,/majr_65519,QS排名：53,商科 商业分析
Master of Professional Accountacy,加州大学圣地亚哥分校专业会计硕士,/majr_65619,QS排名：53,商科 会计
Master of Electrical and Computer Engineering,加州大学圣地亚哥分校电气与计算机工程硕士,/majr_65800,QS排名：53,工科 电气电子
MS in Mechanical and Aerospace Engineering,加州大学圣地亚哥分校机械与航天工程理学硕士,/majr_71838,QS排名：53,工科 机械工程
Master of Science in Materials Science and Engineering,加州大学圣地亚哥分校材料科学与工程理学硕士,/majr_71896,QS排名：53,工科 材料
MS in Chemical Engineering,加州大学圣地亚哥分校化学工程理学硕士,/majr_71796,QS排名：53,工科 化工
MS in Bioengineering,加州大学圣地亚哥分校生物工程理学硕士,/majr_71759,QS排名：53,工科 生物工程
MENG in Bioengineering,加州大学圣地亚哥分校生物工程工学硕士,/majr_71760,QS排名：53,工科 生物工程
MS Structural Engineering,加州大学圣地亚哥分校结构工程理学硕士,/majr_71985,QS排名：53,工科 土木工程
Master of Science (MS) in Biostatistics,加州大学圣地亚哥分校生物统计硕士,/majr_71735,QS排名：53,理科 数学
MS in Data Science,加州大学圣地亚哥分校数据科学理学硕士,/majr_72099,QS排名：53,理科 数据科学
MSc Financial Engineering,香港城市大学金融工程学理学硕士,/majr_1859,QS排名：54,商科 金工金数
MSc Financial Mathematics and Statistics,香港城市大学金融数学与统计理学硕士,/majr_59156,QS排名：54,商科 金工金数
MSc Finance,香港城市大学金融学理学硕士,/majr_1856,QS排名：54,商科 金融
MSc Computer Science,香港城市大学计算机科学理学硕士,/majr_1886,QS排名：54,工科 计算机
MSc Multimedia Information Technology,香港城市大学多媒体资讯科技理学硕士,/majr_1888,QS排名：54,工科 计算机
MSc Business and Data Analytics (Quantitative Analysis for Business stream),香港城市大学商业及数据分析理学硕士（商业定量分析方向）,/majr_62411,QS排名：54,商科 商业分析
MSc Applied Economics,香港城市大学应用经济学理学硕士,/majr_1857,QS排名：54,商科 经济
MA International Accounting,香港城市大学国际会计学文学硕士,/majr_1854,QS排名：54,商科 会计
MSc Professional Accounting and Corporate Governance,香港城市大学专业会计与企业管治理学硕士,/majr_1855,QS排名：54,商科 会计
MSc Electronic Information Engineering,香港城市大学电子资讯工程学理学硕士,/majr_1887,QS排名：54,工科 电气电子
MSc Intelligent Semiconductor Manufacturing,香港城市大学智能半导体制造理学硕士,/majr_72418,QS排名：54,工科 电气电子
MSc Mechanical Engineering,香港城市大学机械工程学理学硕士,/majr_53621,QS排名：54,工科 机械工程
MSc Marketing,香港城市大学市场营销学理学硕士,/majr_1869,QS排名：54,商科 市场营销
MA Housing and Urban Management (Housing Stream),香港城市大学房屋及都市管理文学硕士（房屋方向）,/majr_1882,QS排名：54,社科 建筑
MSc Materials Engineering and Nanotechnology,香港城市大学材料工程与纳米技术理学硕士,/majr_1892,QS排名：54,工科 材料
Master of Urban Design and Regional Planning,香港城市大学城巿设计与规划学硕士,/majr_5073,QS排名：54,社科 建筑
Master of Laws in Arbitration and Dispute Resolution,香港城市大学仲裁与争议解决法学理学硕士,/majr_1896,QS排名：54,社科 法律
Master of Laws,香港城市大学法学硕士,/majr_1897,QS排名：54,社科 法律
Juris Doctor,香港城市大学法律博士,/majr_49424,QS排名：54,社科 法律
Master of Social Work,香港城市大学社会工作硕士,/majr_1872,QS排名：54,社科 社会学与社工
MSc Biomedical Engineering,香港城市大学生物医学工程理学硕士,/majr_59155,QS排名：54,工科 生物工程
MA Applied Social Sciences,香港城市大学应用社会科学文学硕士,/majr_59157,QS排名：54,社科 社会学与社工
MSc Business Information Systems (Management Information Systems Stream),香港城市大学商务资讯系统理学硕士（管理信息系统）,/majr_1860,QS排名：54,商科 信息系统
MSc Business Information Systems (Financial and Intelligent Technology Stream),香港城市大学商务资讯系统理学硕士（金融与智能科技）,/majr_1861,QS排名：54,商科 信息系统
MSc Digital Transformation and Technological Innovation,香港城市大学数码化转型及科技创新理学硕士,/majr_1863,QS排名：54,商科 信息系统
MA International Studies,香港城市大学国际研究文学硕士,/majr_1875,QS排名：54,社科 国际关系
MSc Civil and Architectural Engineering,香港城市大学土木与建筑工程理学硕士,/majr_1885,QS排名：54,工科 土木工程
MSocSc Development Studies,香港城市大学发展研究社会科学硕士,/majr_49423,QS排名：54,社科 国际关系
MSc Business and Data Analytics (Information Analytics Management Stream),香港城市大学商业及数据分析理学硕士（信息分析管理方向）,/majr_62407,QS排名：54,商科 信息系统
MA Global Business Management,香港城市大学环球企业管理文学硕士,/majr_1865,QS排名：54,商科 管理
MSc Construction Management,香港城市大学建造管理理学硕士,/majr_1884,QS排名：54,工科 工程管理
MSc Engineering Management,香港城市大学工程管理学理学硕士,/majr_1890,QS排名：54,工科 工程管理
MSc Energy and Environment,香港城市大学能源及环境理学硕士,/majr_1895,QS排名：54,工科 环境工程
MSc Electronic Commerce,香港城市大学电子商贸理学硕士,/majr_1864,QS排名：54,工科 工业工程
MSc Operations and Supply Chain Management,香港城市大学营运与供应链管理理学硕士,/majr_1868,QS排名：54,商科 供应链管理
MA Public Policy and Management,香港城市大学公共政策与管理文学硕士,/majr_1881,QS排名：54,社科 公共政策与事务
MA Housing and Urban Management (Urban Management Stream),香港城市大学房屋及都市管理文学硕士（都市管理方向）,/majr_5075,QS排名：54,社科 公共政策与事务
Master of Business Administration,香港城市大学工商管理硕士,/majr_53619,QS排名：54,商科 工商管理
MSc Public Health and Epidemiology,香港城市大学公共卫生及流行病学理学硕士,/majr_67694,QS排名：54,社科 公共卫生
MSocSc Psychology,香港城市大学心理学社会科学硕士,/majr_1871,QS排名：54,社科 心理学
MSocSc Counselling,香港城市大学辅导学社会科学硕士,/majr_49700,QS排名：54,社科 心理学
MSc Health Sciences and Management,香港城市大学健康科学与管理理学硕士,/majr_62410,QS排名：54,社科 医学
MA Language Studies,香港城市大学语言研究文学硕士,/majr_1876,QS排名：54,社科 语言
MA Chinese,香港城市大学中文文学硕士,/majr_1877,QS排名：54,社科 语言
MA English Studies,香港城市大学英语语言文学硕士,/majr_1878,QS排名：54,社科 语言
MA Communication and New Media,香港城市大学传播与新媒体文学硕士,/majr_1879,QS排名：54,社科 传播
MA Integrated Marketing Communication,香港城市大学整合营销传播文学硕士,/majr_1880,QS排名：54,社科 传播
MFA Creative Media,香港城市大学创意媒体艺术硕士,/majr_1893,QS排名：54,社科 传播
MA Creative Media,香港城市大学创意媒体文学硕士,/majr_1894,QS排名：54,社科 传播
MSc Chemistry,香港城市大学化学理学硕士,/majr_53620,QS排名：54,理科 化学
Master of Science in Data Science,香港城市大学数据科学理学硕士,/majr_62257,QS排名：54,理科 数据科学
MSc Applied Physics,香港城市大学应用物理学理学硕士,/majr_62409,QS排名：54,理科 物理
MSc Biostatistics,香港城市大学生物统计学理学硕士,/majr_71510,QS排名：54,理科 生物
MSc Financial Mathematics ,伦敦政治经济学院金融数学理学硕士,/majr_50475,QS排名：56,商科 金工金数
MSc Quantitative Methods for Risk Management ,伦敦政治经济学院风险管理定量方法理学硕士,/majr_61407,QS排名：56,商科 金工金数
MSc Accounting and Finance ,伦敦政治经济学院会计与金融理学硕士,/majr_50461,QS排名：56,商科 金融
MSc Finance ,伦敦政治经济学院金融理学硕士,/majr_50473,QS排名：56,商科 金融
MSc Finance and Private Equity ,伦敦政治经济学院金融与私募股权理学硕士,/majr_50474,QS排名：56,商科 金融
MSc Risk and Finance ,伦敦政治经济学院风险与金融理学硕士,/majr_50476,QS排名：56,商科 金融
MSc Econometrics and Mathematical Economics ,伦敦政治经济学院计量经济学与数理经济学理学硕士,/majr_50467,QS排名：56,商科 经济
MSc Economics ,伦敦政治经济学院经济学理学硕士,/majr_50468,QS排名：56,商科 经济
MSc Economics and Management ,伦敦政治经济学院经济学与管理理学硕士,/majr_50470,QS排名：56,商科 经济
MSc Finance and Economics ,伦敦政治经济学院金融与经济理学硕士,/majr_50471,QS排名：56,商科 经济
MSc Environmental Economics and Climate Change ,伦敦政治经济学院环境经济学与气候变化理学硕士,/majr_50478,QS排名：56,商科 经济
MSc Local Economic Development ,伦敦政治经济学院本土经济发展理学硕士,/majr_50480,QS排名：56,商科 经济
MSc Economics (two year programme) ,伦敦政治经济学院经济学理学硕士（两年制）,/majr_61396,QS排名：56,商科 经济
MSc Economic History ,伦敦政治经济学院经济史理学硕士,/majr_62101,QS排名：56,商科 经济
MSc Economic History (Research) ,伦敦政治经济学院经济史（研究）理学硕士,/majr_66663,QS排名：56,商科 经济
"MSc Accounting, Organisations and Institutions ",伦敦政治经济学院会计、组织与机构理学硕士,/majr_50462,QS排名：56,商科 会计
MSc Regional and Urban Planning Studies ,伦敦政治经济学院区域与城市规划研究理学硕士,/majr_50482,QS排名：56,社科 建筑
MSc Urbanisation and Development ,伦敦政治经济学院城市化与发展理学硕士,/majr_50483,QS排名：56,社科 建筑
MSc City Design and Social Science ,伦敦政治经济学院城市设计与社会科学理学硕士,/majr_50535,QS排名：56,社科 建筑
MSc Marketing ,伦敦政治经济学院市场营销理学硕士,/majr_61400,QS排名：56,商科 市场营销
MSc Regulation ,伦敦政治经济学院法规学理学硕士,/majr_50486,QS排名：56,社科 法律
LLM ,伦敦政治经济学院法学硕士,/majr_50498,QS排名：56,社科 法律
MSc Criminal Justice Policy ,伦敦政治经济学院刑事司法政策理学硕士,/majr_50519,QS排名：56,社科 法律
MSc Social Research Methods ,伦敦政治经济学院社会研究方法理学硕士,/majr_50515,QS排名：56,社科 社会学与社工
MSc Organisational and Social Psychology ,伦敦政治经济学院组织与社会心理学理学硕士,/majr_50531,QS排名：56,社科 社会学与社工
MSc Social and Cultural Psychology ,伦敦政治经济学院社会与文化心理学理学硕士,/majr_50533,QS排名：56,社科 社会学与社工
