school,applicant
南洋理工大学集成电路设计,"西安交通大学, 电气工程及其自动化, 大四，GPA83.45，雅思6.5"
南洋理工大学计算机控制和自动化,"西南大学, 自动化, 大四，GPA3.87，雅思6.5"
南洋理工大学通信工程,"西南大学, 电子信息工程, 大四，GPA3.37，雅思6"
南洋理工大学计算机控制和自动化,"华中科技大学, 测控技术与仪器, 大四，GPA77.3，托福108，GRE318"
南洋理工大学计算机控制和自动化,"南京农业大学, 电气电子, 大四，GPA85.55，雅思6.5"
南洋理工大学材料科学与工程硕士,"西北工业大学, 材料, 大四，GPA83.74，雅思7，GRE315"
南洋理工大学计算机控制和自动化,"北京化工大学, 自动化, 大四，GPA83.23，雅思6.5"
南洋理工大学计算机控制和自动化,"西南大学, 电子信息工程, 大四，GPA3.37，雅思6"
南洋理工大学通信工程,"西安交通大学, 信息与通信工程, 大四，GPA81.85，雅思7"
新加坡国立大学海事技术与管理理学硕士,"大连海事大学, 交通运输（卓越工程师）, 大四，GPA88.8，雅思6.5"
新加坡国立大学岩土工程硕士,"浙江大学, 港口航道与海岸工程, 大四，GPA87.71，托福102"
新加坡国立大学机械工程硕士,"天津大学, 过程装备与控制工程, 大四，GPA84.5，雅思7"
新加坡国立大学化学工程硕士,"复旦大学, 化学, 大四，GPA3.02，雅思6.5"
新加坡国立大学工业系统工程硕士,"南澳大学, 工程管理, 毕业，GPA6.5"
新加坡国立大学安全健康环境工程硕士,"南京工业大学, 轻化工程, 大四，GPA86.59，雅思6.5"
新加坡国立大学环境工程硕士,"四川农业大学, 水利水电工程, 大四，GPA87.69，雅思6.0"
新加坡国立大学工业系统工程硕士,"哈尔滨工业大学（威海）, 机械设计制造及其自动化, 大四，GPA86.48，雅思6.5"
新加坡国立大学岩土工程硕士,"长安大学, 土木工程, 大四，GPA84.9，雅思6"
新加坡国立大学土木工程硕士,"浙江大学, 港口航道与海岸工程, 大四，GPA87.71，托福102"
新加坡国立大学安全健康环境工程硕士,"南开大学, 环境工程, 大四，GPA87.4，雅思7.5"
新加坡国立大学环境工程硕士,"南开大学, 环境工程, 大四，GPA87.4，雅思7.5"
新加坡国立大学化学工程硕士,"华南理工大学, 能源化学工程, 大四，GPA3.53，雅思6"
南洋理工大学人工智能理学硕士,"中山大学, 计算机科学与技术, 一年工作经验，GPA88，雅思6.5"
南洋理工大学集成电路设计,"湖南大学, 电子科学与技术, 大四，GPA84.29，托福106，GRE313"
南洋理工大学电力工程硕士,"北京林业大学, 电气工程自动化, 大四，GPA89.03，雅思7.0"
南洋理工大学电子学硕士,"西安交通大学, 电气工程及其自动化, 大四，GPA83.45，雅思6.5"
南洋理工大学机械工程硕士,"西北工业大学, 飞行器制造工程, 大四，GPA87.44，托福101，GRE325"
新加坡国立大学科技硕士智能系统方向硕士,"天津大学, 制药工程, 毕业，GPA3.5，雅思7.0"
新加坡国立大学科技硕士智能系统方向硕士,"华中科技大学, 计算机专业, 工作8年，GPA85.63，雅思7"
新加坡国立大学科技硕士智能系统方向硕士,"圣塔克拉拉大学, 计算机科学, 大四，GPA2.55，托福109"
新加坡国立大学科技硕士智能系统方向硕士,"中国海洋大学, 计算机, 大四，GPA85.8，雅思6.5"
南洋理工大学机械工程硕士,"苏州大学, 能源与动力工程, 大四，GPA82，雅思6.5"
南洋理工大学智能制造理学硕士,"哈尔滨工业大学（威海）, 机械设计制造及其自动化, 大四，GPA86.48，雅思6.5"
新加坡国立大学材料科学工程硕士,"西北工业大学, 材料, 大四，GPA83.74，雅思7，GRE315"
南洋理工大学智能制造理学硕士,"苏州大学, 能源与动力工程, 大四，GPA82，雅思6.5"
南洋理工大学土木工程硕士,"浙江大学, 港口航道与海岸工程, 大四，GPA87.71，托福102"
南洋理工大学土木工程硕士,"中南大学, 土木工程, 刚毕业，GPA80，雅思7"
新加坡国立大学材料科学工程硕士,"上海大学, 材料, 大四，GPA83.6，雅思7"
南洋理工大学电子学硕士,"北京理工大学, 电气电子, 大四，GPA85.8，雅思7"
南洋理工大学计算机控制和自动化硕士,"北京理工大学, 电气电子, 大四，GPA85.8，雅思7"
南洋理工大学通信工程硕士,"北京理工大学, 电气电子, 大四，GPA85.8，雅思7"
南洋理工大学电力工程硕士,"西南大学, 自动化, 大四，GPA3.87，雅思6.5"
南洋理工大学信号处理硕士,"北京交通大学, 通信工程, 大四，GPA3.42，雅思7"
南洋理工大学电力工程硕士,"北京理工大学, 电气电子, 大四，GPA85.8，雅思7"
南洋理工大学计算机控制和自动化硕士,"天津大学, 过程装备与控制工程, 大四，GPA84.5，雅思7"
南洋理工大学计算机控制和自动化硕士,"西南大学, 自动化, 大四，GPA86.17，雅思7"
南洋理工大学电子学硕士,"湖南大学, 电子科学与技术, 大四，GPA84.29，托福106，GRE313"
南洋理工大学电子学硕士,"上海交通大学, 微电子科学与工程, 工作一年，GPA3.3，雅思7.5"
南洋理工大学通信工程硕士,"北京交通大学, 通信工程, 大四，GPA83，雅思6.5"
南洋理工大学电子学硕士,"电子科技大学, 电子科学与技术, 大四，GPA87.82"
南洋理工大学通信工程硕士,"电子科技大学, 电子科学与技术, 大四，GPA87.82"
南洋理工大学计算机控制和自动化硕士,"浙江大学, 机械电子工程-自动化控制, 大四，GPA3.5，雅思6.5"
南洋理工大学通信工程硕士,"北京交通大学, 通信工程, 大四，GPA3.37，雅思6.5"
南洋理工大学电力工程硕士,"西安交通大学, 电气工程及其自动化, 大四，GPA83.45，雅思6.5"
南洋理工大学计算机控制和自动化硕士,"西安交通大学, 电气工程及其自动化, 大四，GPA83.45，雅思6.5"
南洋理工大学国际建筑业管理硕士,"中南大学, 土木工程, 刚毕业，GPA80，雅思7"
南洋理工大学国际建筑业管理硕士,"大连理工大学, 建筑, 大四，GPA86.5，雅思7.0"
南洋理工大学国际建筑业管理硕士,"重庆大学, 房地产开发与管理, 大四，GPA81，雅思6.5"
南洋理工大学国际建筑业管理硕士,"东南大学, 道路桥梁与渡河工程, 毕业，GPA3.39，雅思6.5"
南洋理工大学国际建筑业管理硕士,"南澳大学, 工程管理, 大四，GPA6.5"
南洋理工大学国际建筑业管理硕士,"华东理工大学, 工程管理, 大四，GPA87.6，雅思7.5，GRE325"
南洋理工大学国际建筑业管理硕士,"大连理工大学, 建筑学, 大五，GPA88.9，雅思7.5，GRE318"
南洋理工大学国际建筑业管理硕士,"浙江大学, 港口航道与海岸工程, 大四，GPA87.71，托福102"
南洋理工大学海事管理硕士,"大连海事大学, 交通运输（卓越工程师）, 大四，GPA88.8，雅思6.5"
南洋理工大学海事管理硕士,"上海海事大学, 交通管理（国际航运管理，新国航）&英语, 大四，GPA3.4，雅思7.5"
新加坡国立大学工业化学硕士,"广东以色列理工学院, 化学工程与工艺, 大四，GPA82"
南洋理工大学绿色电子硕士,"湖南大学, 电子科学与技术, 大四，GPA84.29，托福106，GRE313"
新加坡国立大学工业4.0理学硕士,"华南理工大学, 物流工程, 大四，GPA3.32，雅思6.5"
新加坡国立大学安全健康环境工程硕士,"中国人民大学, 环境工程, 应届毕业生，GPA79，雅思7"
新加坡国立大学电子工程硕士,"华中科技大学, 电气工程及其自动化专业, 毕业，GPA3.54，雅思6.5"
新加坡国立大学机械工程硕士,"山东大学（威海）, 机械设计制造及其自动化（中外合作）, 大四，GPA3.8，雅思7.5"
新加坡国立大学安全健康环境工程硕士,"华南农业大学, 环境工程, 已毕业，GPA89.4，雅思6.5"
新加坡国立大学计算机硕士,"中山大学, 计算机科学与技术, 半年工作经验，GPA88，雅思6.5"
新加坡国立大学计算机硕士,"伊利诺伊大学香槟分校, computer science, 2020年毕业，GPA3.61，GRE323"
新加坡国立大学水利工程与水资源管理硕士,"武汉大学, 水利水电工程, 大四，GPA85.5，雅思6.5"
南洋理工大学集成电路设计硕士,"南方科技大学, 通信工程, 大四，GPA3.5，雅思6.5"
新加坡国立大学 土木工程硕士,"天津大学, 工程管理, 大四，GPA87.79，雅思7"
新加坡国立大学计算机硕士,"爱丁堡大学, 计算机科学, 大四，GPA63"
新加坡国立大学计算机硕士,"吉林大学, 信息管理与信息系统（信息系统）, 大四，GPA89.54，雅思6.5，GRE324"
新加坡国立大学食品科学与人类营养学理学硕士,"华南农业大学, 生物技术, 大四，GPA3.52，雅思6"
南洋理工大学机械工程硕士,"华中科技大学, 能源与动力工程, 应届毕业生，GPA80.8，雅思6.5"
新加坡国立大学科技硕士智能系统方向硕士,"南京大学, 信息管理与信息系统, 一年工作经验，GPA4.28，雅思6.5，GRE318"
新加坡国立大学 土木工程硕士,"北京交通大学, 土木工程  铁道工程, 一年工作经验，GPA3.23，雅思6.5"
新加坡国立大学海洋技术硕士,"大连理工大学, 海洋技术, 大四，GPA80，雅思6.5"
新加坡国立大学岩土工程硕士,"华中科技大学, 土木工程, 大四，GPA3.29，雅思6.5"
新加坡国立大学环境工程硕士,"以色列理工学院, 化学工程, 一年工作经验，GPA79.8"
新加坡国立大学岩土工程硕士,"华中科技大学, 土木工程, 大四，GPA3.32，雅思7"
新加坡国立大学科技硕士智能系统方向硕士,"华南理工大学, 自动化, 大四，GPA3.4，雅思7"
新加坡国立大学科技硕士智能系统方向硕士,"东北大学, 通信工程, 大四，GPA85.1，雅思7"
新加坡国立大学技术管理硕士,"暨南大学, 土木工程, 4年工作经验，GPA79.5，雅思6.5（5.5）"
新加坡国立大学工业系统工程硕士,"天津大学, 工程管理, 大四，GPA3.56，雅思6.5"
新加坡国立大学电子工程硕士,"中山大学, 自动化, 三年工作经验，GPA3.7，雅思7.0"
新加坡国立大学 土木工程硕士,"东南大学, 土木工程, 大四，GPA3.44，雅思7.0"
新加坡国立大学机械工程硕士,"大连理工大学, 机械工程, 大四，GPA91.3，雅思6.5"
新加坡国立大学机械工程硕士,"东南大学, 工程力学, 大四，GPA84.89，雅思6.5"
新加坡国立大学安全健康环境工程硕士,"四川大学, 高分子材料与工程, 大四，GPA81.76，雅思6.0"
新加坡国立大学安全健康环境工程硕士,"西南交通大学, 环境工程, 大四，GPA3.24，雅思6"
新加坡国立大学安全健康环境工程硕士,"重庆大学, 给排水科学与工程, 大四，GPA3.47，雅思7.0"
新加坡国立大学环境工程硕士,"重庆大学, 给排水科学与工程, 大四，GPA3.47，雅思7.0"
新加坡国立大学机械工程硕士,"北京航空航天大学, 机械工程, 大四，GPA3.53，雅思6.5"
新加坡国立大学安全健康环境工程硕士,"四川农业大学, 农学, 应届毕业生，GPA84.4，雅思6"
新加坡国立大学环境工程硕士,"中国海洋大学, 生态学, 大四，GPA86.2，雅思6.5"
新加坡国立大学安全健康环境工程硕士,"中国海洋大学, 生态学, 大四，GPA3.51，雅思6.0"
新加坡国立大学安全健康环境工程硕士,"大连理工大学, 环境生态工程, 大四，GPA83.09，雅思6.0"
新加坡国立大学安全健康环境工程硕士,"华南农业大学, 生物技术, 已毕业，GPA3.52，雅思6"
新加坡国立大学安全健康环境工程硕士,"江南大学, 环境工程, 已毕业，GPA87，雅思6.5"
新加坡国立大学化学工程硕士,"吉林大学, 材料科学, 大四，GPA89.33，雅思7"
南洋理工大学材料科学与工程硕士,"南京航空航天大学, 材料科学与工程, 大四，GPA3.5，雅思6.5"
新加坡国立大学科技硕士智能系统方向硕士,"山东大学, 交通运输, 1年工作经验，GPA87.72，雅思6.5"
新加坡国立大学科技硕士智能系统方向硕士,"天津大学, 测控技术与仪器, 已毕业，GPA2.93，雅思6.0"
南洋理工大学集成电路设计硕士,"电子科技大学, 光电信息科学与工程, 大四，GPA87.8，雅思7.0"
南洋理工大学机械工程硕士,"北京航空航天大学, 机械工程, 大四，GPA3.53，雅思6.5"
南洋理工大学机械工程硕士,"大连理工大学, 工程力学, 大四，GPA86.52，雅思6.5"
新加坡国立大学科技硕士智能系统方向硕士,"上海交通大学, 生物信息与统计, 大四，GPA83.92，托福101，GRE322"
南洋理工大学绿色电子硕士,"东南大学, 电子科学与技术, 大四，GPA3.45，托福101"
南洋理工大学人工智能理学硕士,"爱荷华大学, Computer Science, 工作两年，GPA3.42"
南洋理工大学人工智能理学硕士,"清华大学, 工业工程与物流管理, 大四，GPA3.22，雅思6.5"
南洋理工大学计算机控制和自动化硕士,"北京航空航天大学, 探测制导与控制技术, 大四，GPA87，雅思6.5，GRE319"
南洋理工大学通信工程硕士,"上海交通大学, 自动化, 1年工作经验，GPA79.92，雅思6.5"
南洋理工大学信号处理硕士,"上海交通大学, 自动化, 1年工作经验，GPA79.92，雅思6.5"
南洋理工大学计算机控制和自动化硕士,"上海交通大学, 测控技术与仪器, 毕业，GPA83.37"
南洋理工大学通信工程硕士,"东北大学, 通信工程, 大四，GPA85.1，雅思7"
南洋理工大学信号处理硕士,"吉林大学, 电子信息工程, 大四，GPA79，雅思6.5"
南洋理工大学通信工程硕士,"吉林大学, 电子信息工程, 大四，GPA79，雅思6.5"
南洋理工大学信号处理硕士,"华南理工大学, 自动化, 大四，GPA3.4，雅思7"
南洋理工大学计算机控制和自动化硕士,"华南理工大学, 自动化, 大四，GPA3.4，雅思7"
南洋理工大学计算机控制和自动化硕士,"华中科技大学, 电气工程及其自动化, 大四，GPA90.3，托福100"
南洋理工大学信号处理硕士,"南方科技大学, 通信工程, 大四，GPA3.5，雅思6.5"
南洋理工大学通信工程硕士,"南方科技大学, 通信工程, 大四，GPA3.5，雅思6.5"
南洋理工大学信号处理硕士,"东南大学, 电子科学与技术, 大四，GPA3.45，托福101"
南洋理工大学计算机控制和自动化硕士,"北京理工大学, 电子科学与技术, 大四，GPA87.3，雅思7.0"
南洋理工大学计算机控制和自动化硕士,"大连理工大学, 机械工程, 大四，GPA91.3，雅思6.5"
南洋理工大学信号处理硕士,"东北林业大学, 电子信息工程, 大四，GPA90.76，雅思7.0"
南洋理工大学计算机控制和自动化硕士,"中山大学, 自动化, 工作3年，GPA3.7，雅思7.0"
南洋理工大学信号处理硕士,"同济大学, 电子信息工程, 大四，GPA87.91，雅思6.5"
南洋理工大学通信工程硕士,"东南大学, 电子科学与技术, 大四，GPA3.55，雅思6.5"
南洋理工大学信号处理硕士,"南京理工大学, 自动化, 大四，GPA3.38，雅思6.5"
南洋理工大学计算机控制和自动化硕士,"南京理工大学, 自动化, 大四，GPA3.38，雅思6.5"
南洋理工大学计算机控制和自动化硕士,"合肥工业大学, 自动化, 大四，GPA3.63，雅思6.5"
南洋理工大学通信工程硕士,"中山大学, 通信工程, 工作半年，GPA3.4，雅思6.5"
南洋理工大学计算机控制和自动化硕士,"中山大学, 通信工程, 工作半年，GPA3.4，雅思6.5"
南洋理工大学信号处理硕士,"湖南大学, 电子科学, 工作半年，GPA79.43，雅思7.0"
南洋理工大学计算机控制和自动化硕士,"山东大学, 交通运输, 1年工作经验，GPA87.72，雅思6.5"
南洋理工大学信号处理硕士,"北京邮电大学, 测控技术与仪器, 已毕业，GPA74.68，雅思6.5"
南洋理工大学海事管理硕士,"大连海事大学, 海事管理, 毕业半年，GPA81.4，雅思6.5"
南洋理工大学电子学硕士,"上海理工大学, 电子电气工程, 毕业，GPA61.75，雅思6.5"
南洋理工大学电子学硕士,"电子科技大学, 光电信息科学与工程, 大四，GPA87.8，雅思7.0"
南洋理工大学电子学硕士,"吉林大学, 电子信息工程, 大四，GPA79，雅思6.5"
南洋理工大学电子学硕士,"东南大学, 电子科学与技术, 大四，GPA3.45，托福101"
南洋理工大学制造系统工程硕士,"南京农业大学, 机械设计制造及自动化, 大四，GPA3.45，雅思6.5"
南洋理工大学电子学硕士,"山东大学, 交通运输, 1年工作经验，GPA87.72，雅思6.5"
南洋理工大学电力工程硕士,"上海交通大学, 自动化, 1年工作经验，GPA79.92，雅思6.5"
南洋理工大学电子学硕士,"东南大学, 电子科学与技术, 大四，GPA3.55，雅思6.5"
南洋理工大学电子学硕士,"华中科技大学, 电气工程及其自动化, 大四，GPA77.8，雅思7.0"
南洋理工大学电子学硕士,"南方科技大学, 通信工程, 大四，GPA3.5，雅思6.5"
南洋理工大学电子学硕士,"华中科技大学, 电气工程及其自动化, 大四，GPA90.3，托福100"
南洋理工大学海事管理硕士,"上海海事大学, 国航, 大四，GPA85.87，雅思7.0"
南洋理工大学电子学硕士,"湖南大学, 电子科学, 工作半年，GPA79.43，雅思7.0"
南洋理工大学海事管理硕士,"大连海事大学, 海事管理, 大四，GPA87.3，雅思6.5"
南洋理工大学海事管理硕士,"上海海事大学, 航运管理, 2年工作经验，GPA3.47，雅思6.5"
南洋理工大学制造系统工程硕士,"山东大学（威海）, 机械设计制造及其自动化, 大四，GPA84.03，雅思6.5"
南洋理工大学制造系统工程硕士,"华中科技大学, 能源与动力工程, 应届毕业生，GPA80.8，雅思6.5"
南洋理工大学海事管理硕士,"上海海事大学, 国际航运管理, 大四，GPA87.18，雅思6.5"
南洋理工大学制造系统工程硕士,"南京农业大学, 工业工程, 大四，GPA89.65，雅思6"
南洋理工大学制造系统工程硕士,"重庆大学, 工业工程, 大四，GPA83.1，雅思6.5"
南洋理工大学土木工程硕士,"天津大学, 工程管理, 大四，GPA3.56，雅思6.5"
南洋理工大学土木工程硕士,"东南大学, 土木工程, 毕业，GPA3.44，雅思7.0"
南洋理工大学土木工程硕士,"东南大学, 工程力学, 大四，GPA84.89，雅思6.5"
南洋理工大学土木工程硕士,"华中科技大学, 土木工程, 大四，GPA3.29，雅思6.5"
南洋理工大学土木工程硕士,"北京交通大学, 土木工程  铁道工程, 工作1年，GPA3.23，雅思6.5"
南洋理工大学土木工程硕士,"华中科技大学, 土木工程, 大四，GPA3.32，雅思7"
南洋理工大学土木工程硕士,"华南理工大学, 土木工程, 大四，GPA3.65，雅思6.5"
南洋理工大学土木工程硕士,"华南理工大学, 建筑工程, 大四，GPA3.59，雅思6.5"
新加坡国立大学项目管理硕士,"东南大学, 土木工程, 工作5年，GPA83.64，雅思6.5"
南洋理工大学国际建筑业管理硕士,"北京交通大学, 建筑学, 1年工作经验，GPA80.2，雅思6.5"
南洋理工大学国际建筑业管理硕士,"暨南大学, 土木工程, 博士在读，GPA79.5，雅思6.5（5.5）"
南洋理工大学国际建筑业管理硕士,"华中科技大学, 建筑学, 2年工作经验，GPA83.5，雅思6.5"
南洋理工大学国际建筑业管理硕士,"重庆大学, 工程管理, 研究生在读，GPA83，雅思6.5"
南洋理工大学国际建筑业管理硕士,"东南大学, 建筑学院建筑学, 大五，GPA88.78，雅思7.5"
南洋理工大学国际建筑业管理硕士,"天津大学, 工程管理, 大四，GPA83.69，雅思7"
南洋理工大学国际建筑业管理硕士,"华中科技大学, 土木工程, 大四，GPA3.29，雅思6.5"
南洋理工大学国际建筑业管理硕士,"华中科技大学, 土木工程, 大四，GPA3.32，雅思7"
南洋理工大学国际建筑业管理硕士,"北京交通大学, 土木工程  铁道工程, 工作1年，GPA3.23，雅思6.5"
南洋理工大学国际建筑业管理硕士,"东南大学, 土木工程, 工作5年，GPA83.64，雅思6.5"
南洋理工大学国际建筑业管理硕士,"华南理工大学, 土木工程, 大四，GPA3.65，雅思6.5"
南洋理工大学国际建筑业管理硕士,"东南大学, 工程力学, 大四，GPA84.89，雅思6.5"
南洋理工大学国际建筑业管理硕士,"中南财经政法大学, 工程管理+经济学, 大四，GPA84.32，雅思6.5"
南洋理工大学国际建筑业管理硕士,"天津大学, 工程管理, 大四，GPA3.56，雅思6.5"
南洋理工大学国际建筑业管理硕士,"东南大学, 土木工程, 毕业，GPA3.44，雅思7.0"
南洋理工大学国际建筑业管理硕士,"天津大学, 工程管理, 大四，GPA87.79，雅思7"
南洋理工大学国际建筑业管理硕士,"天津大学, 建筑学, 大四，GPA3.32，雅思6.5"
南洋理工大学国际建筑业管理硕士,"华南理工大学, 建筑工程, 大四，GPA3.59，雅思6.5"
新加坡国立大学工业化学硕士,"以色列理工学院, 化学工程, 应届毕业生，GPA72.6"
新加坡国立大学工业4.0理学硕士,"大连理工大学, 机械设计制造及其自动化, 大四，GPA82.12，雅思6（5.5）"
新加坡国立大学应用地理信息系统硕士,"苏州科技大学, 地理信息科学, 大四，GPA88.21，雅思6.5，GRE314"
新加坡国立大学工业化学硕士,"以色列理工学院, 化学工程, 1年工作经验，GPA79.8"
新加坡国立大学应用地理信息系统硕士,"中国农业大学, 地理信息科学, 大四，GPA3.46，雅思6.5"
南洋理工大学轨道、交通与物流硕士,"海南大学, 交通运输, 大四，GPA3.42，雅思6.5"
新加坡国立大学应用地理信息系统硕士,"中国矿业大学, 测绘工程, 大四，GPA3.06/5.0，雅思6.5/5.5"
新加坡国立大学应用地理信息系统硕士,"西南交通大学, 遥感技术, 大四，GPA83.7，雅思6.5"
新加坡国立大学计算机硕士,"武汉大学, 计算机, 毕业，GPA3.66，托福97，GRE321"
南洋理工大学人工智能理学硕士,"武汉大学, 计算机, 毕业，GPA3.66，托福97，GRE321"
新加坡国立大学安全健康环境工程硕士,"南京工业大学, 安全工程, 毕业，GPA3.7/4（2/131，雅思6.5（5.5）"
新加坡国立大学工业化学硕士,"以色列理工学院, 化学工程, 大四，GPA80.1"
新加坡国立大学计算机硕士,"武汉大学, 软件工程, 大四，GPA3.7，雅思7(6)，GRE321"
新加坡国立大学应用地理信息系统硕士,"华东师范大学, 地理科学, 大四，GPA3.19，雅思6.5"
新加坡国立大学机械工程硕士,"哈尔滨工业大学, 材料成型及控制工程, 大四，GPA87.23，雅思7"
新加坡国立大学化学工程硕士,"大连理工大学, 化学工程, 大四，GPA85，托福95"
新加坡国立大学机械工程硕士,"大连理工大学, 机械工程, 大四，GPA84，托福93/6.5"
新加坡国立大学安全健康环境工程硕士,"中国石油大学（北京）, 环境工程, 大四，GPA81.6，雅思6.0"
新加坡国立大学水利工程与水资源管理硕士,"河海大学, 环境工程, 已毕业，GPA84，雅思6"
新加坡国立大学环境工程硕士,"哈尔滨工业大学（威海）, 环境工程, 大四，GPA80，雅思6"
新加坡国立大学安全健康环境工程硕士,"哈尔滨工业大学（威海）, 环境工程, 大四，GPA80，雅思6"
新加坡国立大学材料科学工程硕士,"北京化工大学, 高分子材料工程, 大四，GPA89.7，雅思6(5.5)"
新加坡国立大学安全健康环境工程硕士,"北京工业大学, 环境科学, 大四，GPA83，雅思6.5"
新加坡国立大学化学工程硕士,"中国海洋大学, 化学工程与工艺, 大四，GPA87，雅思6.5"
南洋理工大学电子学硕士,"太原理工大学, 电子科学与技术, 大四，GPA3.71/5，雅思6.5"
南洋理工大学信号处理硕士,"太原理工大学, 电子科学与技术, 大四，GPA3.71/5，雅思6.5"
南洋理工大学国际建筑业管理硕士,"重庆大学, 工程造价, 18年毕业，GPA3.14/4，雅思6.5"
南洋理工大学土木工程硕士,"东南大学, 道路桥梁与渡河工程, 大四，GPA3.126，雅思7(6)，GRE303"
新加坡国立大学科技硕士智能系统方向硕士,"吉林大学, 软件工程, 一年工作经验，GPA78.58，雅思6.0"
新加坡国立大学科技硕士智能系统方向硕士,"东南大学, 通信工程, 毕业一年，GPA86，雅思6.0"
南洋理工大学制造系统工程硕士,"华中科技大学, 光学工程, 工作一年，GPA76.8，雅思6.5(5.5)"
南洋理工大学信号处理硕士,"华中科技大学, 光学工程, 工作一年，GPA76.8，雅思6.5(5.5)"
南洋理工大学电子学硕士,"华中科技大学, 光学工程, 工作一年，GPA76.8，雅思6.5(5.5)"
南洋理工大学计算机控制和自动化硕士,"南开大学, 智能科学与技术, 大四，GPA84，雅思7/6"
南洋理工大学通信工程硕士,"南京理工大学, 光信息, 大四，GPA3.73，雅思6.5"
南洋理工大学信号处理硕士,"南京理工大学, 光信息, 大四，GPA3.73，雅思6.5"
南洋理工大学计算机控制和自动化硕士,"吉林大学, 测控, 大四，GPA82，雅思7"
南洋理工大学计算机控制和自动化硕士,"南京理工大学, 机械, 大四，GPA3.4，雅思6.5"
南洋理工大学通信工程硕士,"东南大学, 测控技术与仪器, 大四，GPA3.5，雅思6.5"
南洋理工大学通信工程硕士,"吉林大学, 电子科学与技术, 3年工作经验，GPA80，雅思6.5"
南洋理工大学计算机控制和自动化硕士,"北京交通大学, 轨道交通信号控制, 大四，GPA82.2，雅思6.5"
南洋理工大学信号处理硕士,"哈尔滨工业大学（威海）, 测控, 大四，GPA85，雅思7"
南洋理工大学计算机控制和自动化硕士,"复旦大学, 电子信息科学专业, 大四，GPA82，雅思6.5"
南洋理工大学信号处理硕士,"复旦大学, 电子信息科学专业, 大四，GPA82，雅思6.5"
南洋理工大学信号处理硕士,"东南大学, 测控技术与仪器, 大四，GPA3.5，雅思6.5"
南洋理工大学信号处理硕士,"湖南大学, 通信工程, 大四，GPA78.4，雅思6.5"
南洋理工大学通信工程硕士,"湖南大学, 通信工程, 大四，GPA78.4，雅思6.5"
南洋理工大学信号处理硕士,"南京航空航天大学, 生物医学工程, 毕业，GPA4.0，雅思6.5"
南洋理工大学信号处理硕士,"北京交通大学, 轨道交通信号控制, 大四，GPA82.2，雅思6.5"
南洋理工大学电力工程硕士,"东南大学, 电气工程及其自动化, 大四，GPA82，雅思7"
南洋理工大学计算机控制和自动化硕士,"东南大学, 电气工程及其自动化, 大四，GPA82，雅思7"
南洋理工大学信号处理硕士,"吉林大学, 测控, 大四，GPA82，雅思7"
南洋理工大学国际建筑业管理硕士,"哈尔滨工业大学, 工程管理, 大四，GPA79，雅思7"
南洋理工大学国际建筑业管理硕士,"重庆大学, 工程管理, 大四，GPA3.15，雅思7"
新加坡国立大学环境工程硕士,"中国石油大学（北京）, 能源化工, 工作一年，GPA88，雅思6"
南洋理工大学电力工程硕士,"武汉理工大学, 电气工程及其自动化, 大四，GPA86，雅思6.5"
南洋理工大学微智能产品设计硕士,"北京航空航天大学, 飞行器设计与工程, 大四，GPA3.5，托福99，GRE321"
南洋理工大学信号处理硕士,"北京理工大学, 自动化, 18年毕业，GPA84，雅思6.5"
南洋理工大学计算机控制和自动化硕士,"北京理工大学, 自动化, 18年毕业，GPA84，雅思6.5"
南洋理工大学通信工程硕士,"北京交通大学, 光电信息科学, 大四，GPA81.2，雅思6.5"
南洋理工大学计算机控制和自动化硕士,"武汉理工大学, 电气工程及其自动化, 大四，GPA86，雅思6.5"
南洋理工大学电子学硕士,"武汉理工大学, 电气工程及其自动化, 大四，GPA86，雅思6.5"
南洋理工大学国际建筑业管理硕士,"同济大学, 历史建筑保护工程, 大四，GPA85.57，雅思7"
南洋理工大学海事管理硕士,"上海海事大学, 交通管理, 大四，GPA3.74/4，雅思6.5"
南洋理工大学国际建筑业管理硕士,"东南大学, 道路桥梁, 大四，GPA83，雅思7"
南洋理工大学电子学硕士,"南开大学, 智能科学与技术, 大四，GPA84，雅思7/6"
南洋理工大学微智能产品设计硕士,"浙江大学, 船舶与海洋工程, 大四，GPA84，雅思7"
南洋理工大学机械工程硕士,"大连理工大学, 机械工程, 大四，GPA84，托福93/6.5"
南洋理工大学微智能产品设计硕士,"大连理工大学, 机械工程, 大四，GPA84，托福93/6.5"
南洋理工大学系统项目管理硕士,"大连理工大学, 机械工程, 大四，GPA84，托福93/6.5"
南洋理工大学机械工程硕士,"哈尔滨工业大学, 材料成型及控制工程, 大四，GPA87.23，雅思7"
南洋理工大学微智能产品设计硕士,"哈尔滨工业大学, 材料成型及控制工程, 大四，GPA87.23，雅思7"
南洋理工大学制造系统工程硕士,"哈尔滨工业大学, 材料成型及控制工程, 大四，GPA87.23，雅思7"
南洋理工大学系统项目管理硕士,"哈尔滨工业大学, 材料成型及控制工程, 大四，GPA87.23，雅思7"
南洋理工大学微智能产品设计硕士,"南京理工大学, 机械, 大四，GPA3.4，雅思6.5"
南洋理工大学微智能产品设计硕士,"东南大学, 测控技术与仪器, 大四，GPA3.5，雅思6.5"
南洋理工大学系统项目管理硕士,"武汉理工大学, 信息管理与信息系统, 一年工作经验，GPA3.5，雅思6.0"
南洋理工大学微智能产品设计硕士,"四川大学, 高分子材料, 无工作经验，GPA80.07"
