school,applicant
香港城市大学公共政策与管理（公共政策/公共管理/智慧城市/中国治理方向）,"北京外国语大学, 政治学与行政学, 大四，GPA85.4，雅思6.5"
香港城市大学语言研究,"沈阳工业大学, 英语, 大四，GPA88.16，雅思7.0"
香港城市大学发展研究,"中山大学, 新闻学, 三年工作经验，GPA3.3，雅思7.0"
香港科技大学公共政策,"华东政法大学, 金融学, 大四，GPA89，雅思7.0"
香港科技大学公共政策,"厦门大学嘉庚学院, 金融, 大四，GPA90.41，雅思7.0"
香港城市大学语言研究,"北京师范大学, 资源环境科学, 大四，GPA82.63，雅思7.5"
香港城市大学辅导学,"复旦大学, 心理学, 大四，GPA3.35，雅思6.5"
香港城市大学房屋及都市管理-都市管理方向,"河海大学, 土地资源管理, 大四，GPA81.49，六级543"
香港城市大学创意媒体,"韦仕敦大学, 传媒, 大四，GPA69，免语言成绩"
香港大学法律博士,"加本, 金融, 大四，GPA3.5，GRE322"
香港浸会大学影视与新媒体制片管理,"北京电影学院, 导演, 一年工作经验，GPA3.6，雅思7.0"
香港浸会大学人工智能与数字媒体理学硕士,"厦门大学, 数字媒体技术, 大四，GPA2.85，雅思6.0"
香港科技大学全球中国研究,"恺撒里兹酒店管理学院, 酒店管理, 三年以上工作经验，GPA3.12，雅思6.5"
香港大学对外英语教学,"华东师范大学, 英语, 大四，GPA86.28，雅思7.5"
香港浸会大学文学和比较研究,"中国传媒大学, 国际经济与贸易, 大四，GPA3.4，雅思7.0"
香港大学对外英语教学,"华东师范大学, 英语专业, 大四，GPA88.66，雅思8.0"
香港大学对外英语教学,"华东师范大学, 英语, 大四，GPA85.9，雅思8.0"
香港科技大学国际语言教育-对外汉语教学,"苏州大学, 中文, 大四，GPA3.8，雅思6.5"
香港城市大学应用社会科学,"东北大学, 材料科学与工程, 已毕业，GPA3.4，托福87"
香港浸会大学药物发现（中药现代化）理学硕士,"广东药科大学, 药物分析, 两年工作经验，GPA70，无语言成绩"
香港科技大学全球中国研究,"华东政法大学, 金融学, 大四，GPA89，雅思7.0"
香港城市大学房屋及都市管理-都市管理方向,"华南农业大学, 行政管理, 大四，GPA89.35，雅思6.5"
香港科技大学全球中国研究,"中央财经大学, 应用心理学(经济心理学方向), 大四，GPA85.3，雅思8.0"
香港科技大学中国文化,"中山大学, 汉语言文学, 大四，GPA88，雅思6.5"
香港理工大学发展障碍人士复康理学硕士（本课程隔年招生，接受2022/23学年的入学申请）,"南方医科大学, 康复治疗, 已毕业，GPA3.28，雅思6.5"
香港教育大学可持续发展教育,"香港树仁大学, 工商管理, 大四，GPA2.8，免语言成绩"
香港大学英语研究,"华盛顿大学, 教育, 三年工作经验，GPA3.51，免语言成绩"
香港大学中国语言文学,"复旦大学, 汉语言文学, 大四，GPA84.88，雅思7.0"
香港大学教育学,"上海外国语大学, 英语（教育）, 大四，GPA3.78，雅思7"
香港岭南大学创意与媒体产业文学硕士,"惠州学院, 广播电视学, 一年工作经验，GPA3.3，雅思6.5"
香港浸会大学全球社会,"香港树仁大学, 工商管理, 大四，GPA2.8，免语言成绩"
香港教育大学教育学硕士,"广东石油化工学院, 英语专业, 大四，GPA3.85，雅思7.0"
香港城市大学中文,"武汉大学, 中国史, 大四，GPA3.59，雅思7.5"
香港城市大学中文,"华东师范大学, 汉语言, 已毕业，GPA81，雅思7.0"
香港中文大学教育学,"香港教育大学, 历史教育, 大四，GPA3.2，雅思7.0"
香港城市大学国际研究,"合肥工业大学, 英语, 大四，GPA82.6，托福100"
香港教育大学公共政策与管理,"上海对外经贸大学, 英语, 一年工作经验，GPA3.41，雅思7.0"
香港城市大学发展研究,"合肥工业大学, 英语, 大四，GPA82.6，托福100"
香港中文大学跨文化研究,"华东师范大学, 广告, 已毕业，GPA3.22，雅思6.5"
香港中文大学法律博士,"不列颠哥伦比亚大学, 金融, 大四，GPA3.5，GRE322"
香港浸会大学公共事务伦理学,"上海第二工业大学, 公共关系学, 大四，GPA86.3，雅思6.0"
香港中文大学文化管理,"北京大学, 文物与博物馆学, 大四，GPA83.09，雅思6.5"
香港大学新闻学,"厦门大学, 新闻学, 已毕业，GPA87，雅思7.0"
香港中文大学全球政治经济学,"中央财经大学, 应用心理学(经济心理学方向), 大四，GPA85.3，雅思8.0"
香港教育大学心理学（学校及社区）,"广东金融学院, 心理学, 已毕业，GPA3.08，雅思6.5"
香港中文大学普通法,"北京航空航天大学, 法学, 大四，GPA3.63，雅思6.5"
香港中文大学大中华地区的政府与政治学,"澳门大学, 日本研究, 大四，GPA3.49，雅思6.5"
香港科技大学国际语言教育-对外汉语教学,"华东师范大学, 英语, 大四，GPA86，雅思7.5"
香港大学教育学,"华东师范大学, 教育管理, 大四，GPA87.5，雅思7.0"
香港城市大学语言研究,"大连外国语大学, 汉语国际教育, 大四，GPA87.71，雅思7.0"
香港城市大学国际研究,"广东金融学院, ACCA, 大四，GPA85.91，雅思7.0"
香港大学教育学,"香港大学, 中文+教育双学位, 大四，GPA3.11，雅思6.5"
香港大学新闻学,"印第安纳大学伯明顿分校, broadcast journalism, 大四，GPA85.4，免语言成绩"
香港浸会大学传播学文学硕士 传媒管理专修（北师大港浸会联合国际学院）,"中国传媒大学南广学院, 播音与主持艺术(英播、法播、西播), 大四，GPA81.91，雅思5.5"
香港科技大学社会学,"四川大学, 广告, 已毕业，GPA3.57，雅思6.5"
香港教育大学全球教育研究文学硕士,"徐州工程学院, 英语, 大四，GPA3.31，雅思6.0"
香港理工大学中英企业传播,"四川外国语大学, 英语&金融, 大四，GPA86，雅思7.5"
香港理工大学翻译与传译,"北京第二外国语学院, 英语, 大四，GPA87，雅思7.5"
香港城市大学法学硕士,"西南政法大学, 法学, 大四，GPA3.77，雅思7.0"
香港城市大学房屋及都市管理-都市管理方向,"南京林业大学, 风景园林, 两年工作经验，GPA85，六级521"
香港理工大学应用心理学,"复旦大学, 心理学, 大四，GPA84，雅思6.5"
香港城市大学国际研究,"北京外国语大学, 政治学, 大四，GPA3.54，雅思6.5"
香港科技大学全球中国研究,"上海大学, 工商管理, 大四，GPA84.8，雅思7.5"
香港浸会大学全球社会,"东北大学, 材料科学与工程, 已毕业，GPA3.4，托福87"
香港科技大学全球中国研究,"上海外国语大学, 国际经济与贸易, 大四，GPA3.56，雅思7.0，GRE317"
香港教育大学可持续发展教育,"衡水学院, 英语专业, 大四，GPA3.24，雅思6.0"
香港科技大学国际语言教育-对外汉语教学,"湖南大学, 英语, 大四，GPA3.52，托福109，GRE327"
香港教育大学可持续发展教育,"武汉纺织大学, 环境设计, 已毕业，GPA87.92，雅思6.0"
香港科技大学公共政策,"复旦大学, 行政管理, 大四，GPA3.54，雅思7.5"
香港浸会大学语言研究,"广东石油化工学院, 英语专业, 大四，GPA3.85，雅思7.0"
香港中文大学语言学,"上海外国语大学, 英语（教育）, 大四，GPA3.78，雅思7"
香港中文大学汉语语言学及语言获得,"北京外国语大学, 汉语国际教育, 大四，GPA3.7，雅思7.0"
香港城市大学公共政策与管理（公共政策/公共管理/智慧城市/中国治理方向）,"纽卡斯尔大学, 市场营销, 大四，GPA60.8，免语言成绩"
香港城市大学公共政策与管理（公共政策/公共管理/智慧城市/中国治理方向）,"纽卡斯尔大学, 市场营销, 大四，GPA61，免语言成绩"
香港科技大学公共政策,"复旦大学, 行政管理, 大四，GPA3.36，雅思7.0"
香港教育大学公共政策与管理,"青岛理工大学, 市场营销, 已毕业，GPA81，雅思6.0"
香港科技大学数学教育学,"四川大学, 机械自动化, 大四，GPA3.67，雅思7.0"
香港教育大学STEM（科学技术工程数学）教育文学硕士,"上海大学, 通信工程, 两年工作经验，GPA2.61，六级484"
香港理工大学对外汉语教学,"郑州大学, 汉语国际教育, 已毕业，GPA3.31，雅思6.0"
香港浸会大学传媒管理,"中国传媒大学, 国际经济与贸易, 大四，GPA3.4，雅思7.0"
香港浸会大学国际新闻学,"广州大学, 英语, 大四，GPA87，雅思7.0"
香港教育大学英语教学文学硕士,"广东石油化工学院, 英语专业, 大四，GPA3.85，雅思7.0"
香港浸会大学药物发现（中药现代化）理学硕士,"中国药科大学, 药物制剂, 已毕业，GPA80，无语言成绩"
香港城市大学国际研究,"四川外国语大学, 英语&金融, 大四，GPA86，雅思7.5"
香港城市大学语言研究,"武汉大学, 英语专业, 大四，GPA88，托福103"
香港教育大学国际汉语教学文学硕士,"黄山学院, 汉语言文学, 大四，GPA3.62，六级467"
香港教育大学国际汉语教学文学硕士,"衡水学院, 英语专业, 大四，GPA3.24，雅思6.0"
香港教育大学国际汉语教学文学硕士,"北京理工大学珠海学院, 国际汉语教育, 已毕业，GPA84，雅思6.0"
香港教育大学公共政策与管理,"广东海洋大学寸金学院, 国际经济与贸易, 已毕业，GPA3.27，雅思5.5"
香港科技大学全球中国研究,"安徽大学, 经济学, 三年以上工作经验，GPA83，雅思7.0"
香港城市大学国际研究,"华东政法大学, 金融学, 大四，GPA89，雅思7.0"
香港中文大学大中华地区的政府与政治学,"复旦大学, 政治学与行政学, 大四，GPA81，雅思6.5"
香港城市大学国际研究,"中国农业大学, 国际经济与贸易, 已毕业，GPA82，雅思7.0"
香港浸会大学中国文学、语言和文化,"黄山学院, 汉语言文学, 大四，GPA3.62，六级467"
香港城市大学公共政策与管理（公共政策/公共管理/智慧城市/中国治理方向）,"河北工业大学, 公共事业管理, 大四，GPA87，无语言成绩"
香港科技大学全球中国研究,"华东理工大学, 工商管理, 大四，GPA3.25，托福100"
香港科技大学全球中国研究,"北京航空航天大学, 工商管理, 已毕业，GPA83.62，托福110"
香港科技大学全球中国研究,"中国农业大学, 国际贸易与经济, 已毕业，GPA3.39，雅思7.0"
香港中文大学法律博士,"加州大学圣地亚哥分校, 应用数学, 已毕业，GPA3.56，GRE328"
香港中文大学比较及公众历史学,"中国传媒大学, 国际经济与贸易, 大四，GPA3.4，雅思7.0"
香港中文大学社会学,"华东师范大学, 教育管理, 大四，GPA87.5，雅思7.0"
香港中文大学文化管理,"深圳大学, 汉语言, 大四，GPA85.2，雅思7.0"
香港中文大学全球研究文学硕士（CUHKSZ）,"中国农业大学, 国际贸易与经济, 已毕业，GPA3.39，雅思7.0"
香港中文大学社会学,"南开大学, 广播电视, 大四，GPA3.5，雅思6.5"
香港科技大学数学教育学,"华中师范大学, 数学与应用数学, 三年以上工作经验，GPA84.08，雅思7.0"
香港大学教育学,"香港教育大学, 历史教育, 大四，GPA3.2，雅思7.0"
香港科技大学国际语言教育,"大连外国语大学, 汉语国际教育, 大四，GPA87.71，雅思7.0"
香港科技大学数学教育学,"首都师范大学, 数学师范, 大四，GPA87.4，雅思7.0"
香港科技大学全球中国研究,"东南大学, 中文, 大四，GPA3.66，雅思7.0"
香港城市大学整合营销传播,"南开大学, 广播电视, 大四，GPA3.5，雅思6.5"
香港城市大学传播与新媒体,"南开大学, 广播电视, 大四，GPA3.5，雅思6.5"
香港浸会大学教育学,"广东金融学院, 心理学, 已毕业，GPA3.08，雅思6.5"
香港浸会大学国际新闻学,"暨南大学, 新闻学, 大四，GPA88.6，雅思7.0"
香港城市大学传播与新媒体,"华中科技大学, 传播, 已毕业，GPA86，雅思6.5"
香港科技大学国际语言教育,"华东师范大学, 英语专业, 大四，GPA88.66，雅思8.0"
香港中文大学新闻学,"上海外国语大学, 新闻学, 大四，GPA3.62，雅思7.5"
香港中文大学广告学,"中山大学, 会展经济与管理, 已毕业，GPA3.78，雅思7.0"
香港城市大学房屋及都市管理-都市管理方向,"四川大学, 土地资源管理, 大四，GPA83.66，雅思6.5"
香港城市大学房屋及都市管理-都市管理方向,"安徽大学, 经济学, 三年以上工作经验，GPA83，雅思7.0"
香港大学教育学,"华东师范大学, 英语, 大四，GPA86，雅思7.5"
香港城市大学语言研究,"华东师范大学, 汉语言, 已毕业，GPA81，雅思7.0"
香港浸会大学中国文学、语言和文化,"华南农业大学, 中文, 三年以上工作经验，GPA3.69，无语言成绩"
香港大学中国语言文学,"南京师范大学, 汉语言文学师范, 已毕业，GPA85，雅思7.5"
香港城市大学整合营销传播,"中国传媒大学, 广告, 已毕业，GPA88，雅思7.5"
香港城市大学整合营销传播,"华东师范大学, 广告, 大四，GPA82，雅思6.5"
香港中文大学英语应用语言学,"华盛顿大学, 教育, 三年工作经验，GPA3.51，免语言成绩"
香港中文大学英语应用语言学,"华东师范大学, 英语, 大四，GPA86，雅思7.5"
香港大学语言学,"中国人民大学, 汉语言, 大四，GPA3.74，雅思7.5"
香港大学语言学,"鲁东大学, 汉语言文学（辅修英语）, 大四，GPA90，雅思7.5"
香港浸会大学传播学文学硕士 传理学专修（北师大港浸会联合国际学院）,"广东白云学院, 播音与主持艺术, 大四，GPA3.14，多邻国 90"
香港浸会大学传播学文学硕士 传媒管理专修（北师大港浸会联合国际学院）,"上海第二工业大学, 公共关系学, 大四，GPA86.3，雅思6.0"
香港浸会大学当代中国研究,"香港树仁大学, 经济与金融, 大四，GPA2.86，免语言成绩"
香港科技大学公共政策,"华中科技大学, 工商管理, 大四，GPA3.33，雅思6.5"
香港中文大学语言学,"南开大学, 俄语, 已毕业，GPA83.8，雅思7.5"
香港中文大学汉语语言学及语言获得,"中国人民大学, 汉语言, 大四，GPA3.74，雅思7.5"
香港浸会大学教育学,"华东理工大学, 英语, 已毕业，GPA76，雅思6.5"
香港城市大学发展研究,"天津工业大学, 纺织工程+纺织服装管理, 已毕业，GPA3.21，雅思6.5"
香港城市大学传播与新媒体,"山东大学, 新闻, 一年工作经验，GPA88，雅思7.0"
香港科技大学社会学,"中山大学, 行政管理, 大四，GPA3.8，雅思6.5"
香港大学语言学,"华南农业大学, 商务英语, 已毕业，GPA3.88"
香港浸会大学翻译及双语传译,"广东海洋大学, 英语（经济学）, 大四，GPA83，雅思6.5"
香港大学语言学,"大连外国语大学, 汉语国际教育, 大四，GPA87.71，雅思7"
香港理工大学专业英文文学硕士（英语教学）,"广州大学, 英语教育, 两年工作经验，GPA3.18，雅思7.5"
香港浸会大学国际新闻学,"山东财经大学, 法学, 大四，GPA89.7"
香港大学语言学,"多伦多大学, 统计语言学双专业, 大四，GPA3.42"
香港中文大学国际经济法,"中国矿业大学（徐州）, 法学, 大四，GPA3.6，雅思6.5"
香港中文大学性别研究,"东南大学, 中文, 大四，GPA3.66，雅思7.0"
香港中文大学性别研究,"中山大学, 行政管理, 大四，GPA3.8，雅思6.5"
香港中文大学社会工作社会学硕士,"北京大学, 社会工作, 大四，GPA3.32，雅思7.0"
香港中文大学英语文学研究,"华东师范大学, 英语专业, 大四，GPA88.66"
香港大学英语研究,"华东师范大学, 英语专业, 大四，GPA88.66"
香港中文大学全球政治经济学,"对外经济贸易大学, 财务管理, 已毕业，GPA83，雅思7"
香港中文大学企业传播,"复旦大学, 汉语言文学, 大四，GPA84.88，雅思7"
香港中文大学全球政治经济学,"北京林业大学, 野生动物自然保护区, 大四，GPA92.78，雅思7"
香港中文大学翻译学,"华东师范大学, 英语, 大四，GPA85.9，雅思8"
香港中文大学大中华地区的政府与政治学,"南开大学, 政治行政学, 大四，GPA3.6，雅思6.5"
香港中文大学比较及公众历史学,"广州大学, 国贸, 已毕业，GPA3.23，雅思6.5"
香港中文大学翻译学,"湖南大学, 英语, 大四，GPA3.52，托福109"
香港中文大学比较及公众历史学,"中央戏剧学院, 戏剧文学系（五年制）, 一年工作经验，GPA3.37，雅思6.5"
香港中文大学跨文化研究,"华东师范大学, 新闻学, 一年工作经验，GPA85，雅思6.5"
香港中文大学跨文化研究,"华东师范大学, 广告, 大四，GPA82，雅思6.5"
香港中文大学比较及公众历史学,"南京师范大学, 历史, 大四，GPA87.3，雅思6.5"
香港教育大学教育学硕士,"华东理工大学, 英语, 已毕业，GPA76，雅思6.5"
香港科技大学中国文化,"南京师范大学, 汉语言文学师范, 已毕业，GPA85，雅思7.5"
香港科技大学中国文化,"厦门大学马来西亚分校, 汉语言, 大四，GPA80，雅思6.5"
香港科技大学中国文化,"中国人民大学, 汉语言, 大四，GPA3.74，雅思7.5"
香港科技大学中国文化,"南京师范大学, 历史, 大四，GPA87.3，雅思6.5"
香港科技大学中国文化,"北京师范大学, 历史, 大四，GPA90.14，雅思6.5"
香港中文大学企业传播,"上海交通大学, 广播电视编导, 大四，GPA86，雅思8.0"
香港中文大学企业传播,"同济大学, 广告, 大四，GPA88，雅思6.5"
香港中文大学社会政策学,"浙江外国语学院, 国际经济与贸易, 大四，GPA88.77，雅思7"
香港理工大学翻译与传译,"华南理工大学, 商务英语, 大四，GPA3.6，雅思7"
香港教育大学公共政策与管理,"浙江工商大学, 旅游管理, 一年工作经验，GPA83.37"
香港浸会大学翻译及双语传译,"广东第二师范学院, 商务英语, 大四，GPA3.86，雅思7，"
香港浸会大学文学和比较研究,"深圳大学, 汉语言, 大四，GPA85.2，雅思7"
香港中文大学大中华地区的政府与政治学,"浙江大学, 日语, 大四，GPA81.94，雅思7"
香港大学文学与文化研究,"苏州大学, 中国语言文学, 大四，GPA88，雅思7"
香港大学语言学,"华东师范大学, 英语, 大四，GPA85.9，雅思8"
香港大学文学与文化研究,"南京师范大学, 汉语言文学师范, 其他，GPA85，雅思7.5"
香港中文大学公共政策学,"中国人民大学, 会计, 大四，GPA3.58，雅思7"
香港中文大学人类学,"华东师范大学, 新闻学, 一年工作经验，GPA85，雅思6.5"
香港中文大学翻译学,"华东师范大学, 英语, 大四，GPA87.65，雅思7.5"
香港中文大学比较及公众历史学,"香港教育大学, 历史教育, 大四，GPA3.2，雅思7（6.5）"
香港中文大学比较及公众历史学,"深圳大学, 汉语言文学（文化旅游）, 一年工作经历，GPA3.54，雅思6.5"
香港中文大学比较及公众历史学,"温州肯恩大学, 英语 , 大四，GPA3.9，雅思7.5"
香港中文大学跨文化研究,"华东师范大学, 国际汉语教育, 大四，GPA83，雅思7"
香港中文大学广告学,"同济大学, 广告学, 大四，GPA92，雅思7.0"
香港中文大学广告学,"纽卡斯尔大学, 市场营销, 大四，GPA63"
香港中文大学中国研究,"东南大学, 中文, 大四，GPA3.66，雅思7.0"
香港中文大学跨文化研究,"东南大学, 中文, 大四，GPA3.66，雅思7.0"
香港中文大学新闻学,"厦门大学, 新闻学, 毕业一年，GPA87，雅思7.0"
香港中文大学跨文化研究,"北京师范大学, 历史, 大四，GPA90.14，雅思6.5"
香港中文大学公共政策学,"中山大学, 行政管理, 大四，GPA3.8，雅思6.5"
香港中文大学社会学,"中山大学, 行政管理, 大四，GPA3.8，雅思6.5"
香港中文大学比较及公众历史学,"北京师范大学, 历史, 大四，GPA90.14，雅思6.5"
香港理工大学翻译与传译,"广东第二师范学院, 商务英语, 大四，GPA3.86，雅思7"
香港中文大学能源及环境法,"广东财经大学, 法学, 大四，GPA86.4，雅思7.5"
香港中文大学汉语语言学及语言获得,"深圳大学, 汉语言文学（文化旅游）, 大四，GPA3.54，雅思6.5"
香港中文大学语言学,"华东师范大学, 英语, 大四，GPA87.65，雅思7.5"
香港中文大学国际经济法,"武汉大学, 法学, 大四，GPA88.5，雅思7.5"
香港中文大学国际经济法,"华东政法大学, 法学, 大四，GPA87，雅思7.5"
香港中文大学人类学,"浙江外国语学院, 国际经济与贸易, 大四，GPA88.77，雅思7"
香港教育大学可持续发展教育,"湖南工商大学, 金融, 大四，GPA85，雅思6"
香港教育大学教育学硕士,"北京师范大学珠海分校, 英语, 大四，GPA3.0，雅思6"
香港城市大学仲裁与争议解决法,"华南农业大学, 法学, 大四，GPA88.24，雅思6.5"
香港教育大学教育学硕士,"香港教育大学, 语言研究及英语教育, 大五，GPA2.85"
香港城市大学法律博士,"天津工业大学, 信息管理与信息系统, 大四，GPA3.42"
香港城市大学语言研究,"西北师范大学, 翻译学, 三年工作经验，GPA84.38，雅思8"
香港中文大学应用心理学（CUHKSZ）,"深圳大学, 应用心理学, 大四，GPA87.2，托福100，GRE321"
香港教育大学教育学硕士,"广州大学, 电子商务, 两年工作经验，GPA3.64，雅思6.5"
香港科技大学数学教育学,"广州大学, 电子商务, 两年工作经验，GPA3.64，雅思6.5"
香港城市大学公共政策与管理（公共政策/公共管理/智慧城市/中国治理方向）,"中国社会科学院大学, 社会工作, 毕业1年，GPA82.5"
香港浸会大学中国文学、语言和文化,"广东财经大学华商学院, 汉语言文学, 工作一年，GPA3.52"
香港教育大学中文研究文学硕士（语文教育）,"东北师范大学, 汉语言文学, 一年工作经验，GPA81.6"
香港浸会大学药物发现（中药现代化）理学硕士,"湖南中医药大学, 药物信息科技, 大四，GPA2.07"
香港教育大学STEM（科学技术工程数学）教育文学硕士,"南京信息工程大学滨江学院, 计算机科学, 毕业，GPA81.49"
香港大学英语创意写作艺术硕士,"温州肯恩大学, 英语, 大四，GPA3.78，雅思6.5"
香港理工大学对外汉语教学,"河北师范大学, 日语, 大四，GPA3.22，雅思6.0"
香港浸会大学传媒管理硕士,"浙江传媒学院, 广播, 工作一年，GPA86，雅思6.5"
香港中文大学教育学,"中国人民大学, 新闻学, 3年工作经验，GPA85.7，雅思7"
香港教育大学正向教育心理学文学硕士,"成都文理学院, 应用心理学, 1年工作经验，GPA3.09，雅思6.0"
香港中文大学中国研究硕士,"铭传大学, 汉语言文学, 已毕业，GPA93.63，雅思6.5"
香港浸会大学中国文学、语言和文化硕士,"黑龙江大学, 汉语国际教育, 大四，GPA85.2，雅思5.5"
香港城市大学法学硕士,"华东政法大学, 法学(知识产权）, 2020.06月毕业，GPA83.4"
香港教育大学国际关系与发展硕士,"贵州财经大学, 金融, 2020.06月毕业，GPA2.95"
香港教育大学儿童及家庭教育硕士,"贵州财经大学, 金融, 2019.06月毕业，GPA2.95"
香港城市大学法学硕士,"华南农业大学, 法学, 大四，GPA88.24，雅思6.5"
香港城市大学应用社会科学硕士,"南开大学, 社会学, 大四，GPA85.16"
香港大学信息技术教育硕士,"南京师范大学, 教育技术学（师范）, 大四，GPA85.18，雅思6.0"
香港大学建筑历史保护硕士,"深圳大学, 建筑学, 应届毕业生，GPA83.6，雅思6.5"
香港教育大学可持续发展教育硕士,"贵州财经大学, 金融, 2019.06月毕业，GPA2.95"
香港中文大学社会学硕士,"东北财经大学, 工商管理, 大四，GPA86.13，雅思7"
香港中文大学能源及环境法硕士,"华南农业大学, 法学, 大四，GPA88.24，雅思6.5"
香港浸会大学公共事务伦理学硕士,"河北师范大学, 日语, 已毕业，GPA3.22，雅思6.0"
香港教育大学中文研究文学硕士（语文教育）硕士,"杭州师范大学, 汉语言, 3年工作经验，GPA3.16"
香港城市大学中文硕士,"广东外语外贸大学, 中国语言文化学院, 大四，GPA3.57，雅思6.5"
香港大学教育学,"中山大学, 行政管理/自然资源管理, 7年工作经验，GPA87，雅思7.5"
香港教育大学中文研究文学硕士（语文教育）硕士,"黑龙江大学, 汉语国际教育, 大四，GPA85.2，雅思5.5"
香港大学媒体、文化和创意城市硕士,"中国传媒大学, 广告学+Advertising & Public Relations, 毕业一年，GPA87，托福93"
香港城市大学语言研究硕士,"华南师范大学, 英语, 一年工作经验，GPA3.57，雅思7"
香港理工大学可持续城市发展学硕士,"重庆大学, 工程管理, 毕业一年，GPA81，雅思6.0"
香港教育大学教育学硕士,"华东交通大学, 英语国际贸易, 大四，GPA77，雅思7.0"
香港浸会大学传媒管理（北师大浸会联合国际学院）硕士,"西北农林科技大学, 食品质量与安全, 2年工作经验，GPA79.5"
香港中文大学大中华地区的政府与政治学硕士,"西南财经大学, 国际经济与贸易, 2年工作经验，GPA84.61，雅思6.5"
香港浸会大学传播学（北师大浸会联合国际学院）硕士,"西北农林科技大学, 食品质量与安全, 2年工作经验，GPA79.5"
香港城市大学语言研究硕士,"广东外语外贸大学, 希腊语, 大四，GPA90.25，雅思7"
香港城市大学公共政策与管理（公共政策/公共管理/智慧城市/中国治理方向）,"电子科技大学, 翻译, 20年毕业，GPA3.5，雅思6.5"
香港浸会大学中国文学、语言和文化硕士,"香港浸会大学, 影视创意写作与新媒体, 大四，GPA3.71"
香港理工大学英语语言硕士,"江西财经大学, 计算机（英语）双学位, 2020.06月毕业，GPA82，雅思6.5"
香港城市大学房屋及都市管理-都市管理方向硕士,"华南农业大学, 法学, 大四，GPA88.24，雅思6.5"
香港中文大学人类学硕士,"兰州大学, 历史学, 大四，GPA87，雅思7.0"
香港大学公共健康学硕士,"山东大学, 生物技术, 毕业半年，GPA85.93，雅思6.5"
香港浸会大学药物发现（中药现代化）理学硕士,"韶关学院, 食品科学与工程, 大四，GPA90"
香港中文大学全球政治经济学硕士,"南京大学, 经济学(产业经济方向）, 已毕业，GPA4.15，雅思7"
香港中文大学比较及公众历史学硕士,"香港岭南大学, 历史, 大四，GPA79.1"
香港浸会大学国际新闻学,"广东外语外贸大学, 中国语言文化学院, 大四，GPA3.57，雅思6.5"
香港科技大学全球中国研究硕士,"布达佩斯考文纽斯大学, International Business Economics, 大四，GPA84.99"
香港大学教育学硕士,"湖南农业大学, 农学+蔬菜学, 5年工作经验，GPA83，雅思6"
香港中文大学中国研究硕士,"南昌大学, 新闻, 工作7年，GPA87，雅思6.5"
香港浸会大学国际新闻学硕士,"华东交通大学, 英语国际贸易, 大四，GPA77，雅思7.0"
香港浸会大学传播学硕士,"南昌大学, 新闻, 工作，GPA87，雅思6.5"
香港城市大学语言研究硕士,"上海海洋大学, 金融学（辅修德语）, 大四，GPA3.35，托福87"
香港理工大学翻译与传译硕士,"江西财经大学, 计算机（英语）双学位, 2020.06月毕业，GPA82，雅思6.5"
香港浸会大学公共事务伦理学硕士,"广东财经大学, 国际商务, 大四，GPA3.21，雅思7.0"
香港浸会大学语言研究硕士,"广东外语外贸大学, 希腊语, 大四，GPA90.25，雅思7"
香港城市大学国际研究硕士,"东北财经大学, 工商管理, 大四，GPA86.13，雅思7"
香港大学文学与文化研究硕士,"香港浸会大学, 影视创意写作与新媒体, 大四，GPA3.71"
香港城市大学语言研究硕士,"香港岭南大学, 翻译, 大四，GPA3.3，雅思7.5"
香港浸会大学运动与休闲管理硕士,"北京体育大学, 公共事业管理专业, 已毕业，GPA81.3，雅思6.0"
香港岭南大学国际高等教育与管理硕士,"华东交通大学, 英语国际贸易, 大四，GPA77，雅思7.0"
香港浸会大学传媒管理（北师大浸会联合国际学院）硕士,"广东工业大学, 动画, 大四，GPA88.3"
香港浸会大学影视与新媒体制片管理（北师大浸会联合国际学院）硕士,"广东工业大学, 动画, 大四，GPA88.3"
香港科技大学中国文化硕士,"香港浸会大学, 影视创意写作与新媒体, 大四，GPA3.71"
香港中文大学全球政治经济学硕士,"西北大学, 财政学, 一年工作经验，GPA86.12，雅思6.5"
香港科技大学数学教育学硕士,"中山大学, 数学与应用数学, 大四，GPA3.6，雅思7"
香港教育大学STEM（科学技术工程数学）教育文学硕士,"湖南农业大学, 农学+蔬菜学, 6年工作经验，GPA83，雅思6"
香港中文大学跨文化研究硕士,"南京大学, 广播电视学, 2年工作经验，GPA84，雅思6.5"
香港教育大学公共政策与管理硕士,"广州商学院, 金融, 大四，GPA83.68，雅思5.5"
香港大学公共健康学硕士,"武汉大学, 药学, 大四，GPA87，雅思7"
香港中文大学大中华地区的政府与政治学硕士,"电子科技大学, 翻译, 工作一年，GPA3.5，雅思6.5"
香港中文大学大中华地区的政府与政治学硕士,"华中农业大学, 农林经济管理, 毕业1年，GPA3.3，雅思6.5"
香港中文大学跨文化研究硕士,"香港浸会大学, 影视创意写作与新媒体, 大四，GPA3.71"
香港中文大学中国研究,"华东师范大学, 汉语言文学, 大四，GPA83.5，雅思7"
香港理工大学可持续城市发展学硕士,"深圳大学, 建筑学, 应届毕业生，GPA83.6，雅思6.5"
香港教育大学心理学（学校及社区）硕士,"成都文理学院, 应用心理学, 已毕业，GPA3.09，雅思6.0"
香港岭南大学翻译研究文学硕士,"江西财经大学, 计算机（英语）双学位, 2020.06月毕业，GPA82，雅思6.5"
