en_name,ch_name,ranking,area,area_1,area_ranking,entrance_time,project_length,tuition,region
MSc Economics (two year programme) ,伦敦政治经济学院经济学理学硕士（两年制）,QS排名：56,商科 经济,经济,1,9月,2年,30144英镑/年,Britain
MSc Economic History ,伦敦政治经济学院经济史理学硕士,QS排名：56,商科 经济,经济,1,9月,1年,25440英镑/年,Britain
MSc Economic History (Research) ,伦敦政治经济学院经济史（研究）理学硕士,QS排名：56,商科 经济,经济,1,9月,1年,25440英镑/年,Britain
"MSc Accounting, Organisations and Institutions ",伦敦政治经济学院会计、组织与机构理学硕士,QS排名：56,商科 会计,会计,1,9月,1年,33504英镑/年,Britain
MSc Regional and Urban Planning Studies ,伦敦政治经济学院区域与城市规划研究理学硕士,QS排名：56,社科 建筑,建筑,19,9月,1年,24456英镑/年,Britain
MSc Urbanisation and Development ,伦敦政治经济学院城市化与发展理学硕士,QS排名：56,社科 建筑,建筑,19,9月,1年,25440英镑/年,Britain
MSc City Design and Social Science ,伦敦政治经济学院城市设计与社会科学理学硕士,QS排名：56,社科 建筑,建筑,19,9月,1年,30960英镑/年,Britain
MSc Marketing ,伦敦政治经济学院市场营销理学硕士,QS排名：56,商科 市场营销,市场营销,2,9月,1年,33504英镑/年,Britain
MSc Regulation ,伦敦政治经济学院法规学理学硕士,QS排名：56,社科 法律,法律,2,9月,1年,24456英镑/年,Britain
LLM ,伦敦政治经济学院法学硕士,QS排名：56,社科 法律,法律,2,9月,1年,33504英镑/年,Britain
MSc Criminal Justice Policy ,伦敦政治经济学院刑事司法政策理学硕士,QS排名：56,社科 法律,法律,2,9月,1年,25440英镑/年,Britain
MSc Social Research Methods ,伦敦政治经济学院社会研究方法理学硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,25440英镑/年,Britain
MSc Organisational and Social Psychology ,伦敦政治经济学院组织与社会心理学理学硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,25440英镑/年,Britain
MSc Social and Cultural Psychology ,伦敦政治经济学院社会与文化心理学理学硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,25440英镑/年,Britain
MSc Social and Public Communication ,伦敦政治经济学院社会与公共传播理学硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,25440英镑/年,Britain
MSc Economy and Society ,伦敦政治经济学院经济与社会理学硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,25440英镑/年,Britain
MSc Inequalities and Social Science ,伦敦政治经济学院不平等与社会科学理学硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,25440英镑/年,Britain
MSc Political Sociology ,伦敦政治经济学院政治社会学理学硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,25440英镑/年,Britain
MSc Sociology ,伦敦政治经济学院社会学理学硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,24456英镑/年,Britain
Master of Science in Behavioural Science ,伦敦政治经济学院行为科学理学硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,25440英镑/年,Britain
MSc Human Rights and Politics ,伦敦政治经济学院人权与政治硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,27288英镑/年,Britain
MSc Human Geography and Urban Studies (Research) ,伦敦政治经济学院人文地理与城市研究（研究）理学硕士,QS排名：56,社科 社会学与社工,社会学与社工,2,9月,1年,25440英镑/年,Britain
MSc China in Comparative Perspective ,伦敦政治经济学院比较发展观下的中国理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
MSc Political Theory ,伦敦政治经济学院政治理论理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
MSc Political Science (Comparative Politics),伦敦政治经济学院政治学（比较政治学）理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
MSc Political Science (Global Politics),伦敦政治经济学院政治学（全球政治）理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
MSc Development Management ,伦敦政治经济学院发展管理理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
MSc Development Studies ,伦敦政治经济学院发展研究理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
MSc International Development and Humanitarian Emergencies ,伦敦政治经济学院国际发展与人道主义危机理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
MSc International Political Economy ,伦敦政治经济学院国际政治经济理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,27288英镑/年,Britain
MSc International Relations ,伦敦政治经济学院国际关系理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,27288英镑/年,Britain
MSc Theory and History of International Relations ,伦敦政治经济学院国际关系理论与历史理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
 MSc Political Science (Political Science and Political Economy),伦敦政治经济学院政治学（政治科学与政治经济学）理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
MSc Management of Information Systems and Digital Innovation ,伦敦政治经济学院信息系统与数字化创新管理理学硕士,QS排名：56,商科 信息系统,信息系统,3,9月,1年,33504英镑/年,Britain
MSc European and International Public Policy ,伦敦政治经济学院欧洲与国际公共政策理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
"MSc Gender, Policy and Inequalities ",伦敦政治经济学院性别、政策与不平等理学硕士,QS排名：56,社科 国际关系,国际关系,2,9月,1年,25440英镑/年,Britain
